assessment_id,customer_id,course_id,completion_rate,rating,completion_date
A001861,U0362,C011,0.98,5.0,2024-01-13
A001862,U0362,C006,0.96,,2024-01-20
A001863,U0362,C007,0.95,,2024-07-14
A001864,U0362,C008,0.74,4.0,2024-04-11
A001865,U0362,C015,0.92,4.5,2024-04-25
A001866,U0362,C005,0.77,4.5,2024-12-14
A001867,U0362,C009,0.97,5.0,2024-09-06
A001868,U0362,C001,1.0,5.0,2024-10-11
A001869,U0362,C004,1.0,4.5,2024-11-28
A001870,U0362,C014,0.68,,2024-11-29
A001871,U0363,C004,0.6,3.0,
A001872,U0363,C013,0.28,3.5,
A001873,U0363,C002,0.29,,
A001874,U0363,C001,0.66,3.0,
A001875,U0363,C015,0.05,3.0,
A001876,U0363,C007,0.35,,
A001877,U0363,C014,0.73,,2024-11-06
A001878,U0363,C005,0.1,3.5,
A001879,U0363,C010,0.95,3.5,2024-11-29
A001880,U0364,C002,0.58,,
A001881,U0364,C010,0.25,3.0,
A001882,U0364,C011,0.48,,
A001883,U0364,C004,0.61,,
A001884,U0364,C005,0.66,4.0,
A001885,U0364,C015,0.57,3.0,
A001886,U0364,C012,0.51,3.5,
A001887,U0364,C008,0.27,4.0,
A001888,U0364,C014,0.0,3.0,
A001889,U0364,C006,0.55,,
A001890,U0365,C012,0.68,4.5,
A001891,U0365,C003,0.42,,
A001892,U0365,C011,0.63,,
A001893,U0365,C006,0.64,3.5,
A001894,U0366,C006,0.88,4.0,
A001895,U0366,C009,0.95,4.5,2023-06-25
A001896,U0366,C010,0.58,3.5,
A001897,U0366,C011,0.96,4.5,2024-08-19
A001898,U0366,C015,0.33,4.0,
A001899,U0367,C011,0.52,4.0,
A001900,U0367,C013,0.77,2.0,
A001901,U0368,C004,0.89,3.5,2023-07-08
A001902,U0368,C006,0.43,,
A001903,U0369,C002,0.92,,2024-08-15
A001904,U0369,C011,1.0,4.5,2024-10-12
A001905,U0369,C010,1.0,4.0,2024-10-12
A001906,U0370,C015,0.12,4.5,
A001907,U0370,C008,0.69,4.5,2022-09-04
A001908,U0370,C007,1.0,4.5,2023-01-28
A001909,U0370,C006,0.95,4.5,2023-09-25
A001910,U0370,C010,1.0,5.0,2024-06-18
A001911,U0370,C001,0.94,,2024-05-03
A001912,U0370,C014,0.0,4.5,
A001913,U0370,C013,0.25,5.0,
A001914,U0371,C004,0.86,,2023-08-03
A001915,U0371,C005,0.01,4.0,
A001916,U0371,C001,1.0,,2023-12-02
A001917,U0371,C003,0.61,4.0,
A001918,U0371,C006,1.0,,2024-03-13
A001919,U0371,C015,0.92,,2024-11-01
A001920,U0371,C013,1.0,3.5,2024-12-21
A001921,U0372,C013,0.53,3.5,
A001922,U0372,C011,0.44,2.0,
A001923,U0373,C009,1.0,4.5,2024-01-02
A001924,U0373,C005,0.83,4.0,2024-01-10
A001925,U0373,C004,1.0,4.5,2024-06-07
A001926,U0373,C006,1.0,,2024-07-12
A001927,U0373,C008,0.74,4.0,2024-06-24
A001928,U0373,C001,0.95,4.5,2024-08-30
A001929,U0373,C013,1.0,4.5,2024-12-05
A001930,U0373,C007,1.0,,2024-08-30
A001931,U0373,C003,1.0,5.0,2024-11-21
A001932,U0373,C015,0.92,4.5,2024-11-09
A001933,U0373,C011,0.73,4.5,
A001934,U0373,C012,0.91,4.0,2024-12-23
A001935,U0374,C004,0.74,4.5,
A001936,U0374,C003,0.92,4.0,2023-11-24
A001937,U0374,C013,0.67,4.5,
A001938,U0374,C005,0.0,2.5,
A001939,U0374,C006,0.36,5.0,
A001940,U0374,C009,1.0,4.5,2024-11-11
A001941,U0375,C008,0.73,3.5,2023-07-30
A001942,U0375,C009,0.94,4.0,2023-12-19
A001943,U0375,C012,0.91,,2023-10-29
A001944,U0375,C003,0.6,4.0,
A001945,U0375,C002,0.94,3.5,2024-01-18
A001946,U0375,C013,1.0,4.5,2024-12-25
A001947,U0376,C006,1.0,4.0,2024-03-12
A001948,U0376,C008,0.19,4.5,
A001949,U0376,C015,0.74,3.5,
A001950,U0376,C009,0.73,3.0,
A001951,U0376,C002,0.61,2.5,
A001952,U0377,C013,1.0,3.0,2023-09-26
A001953,U0378,C010,0.91,3.0,2022-11-12
A001954,U0378,C008,0.29,,
A001955,U0378,C006,0.78,4.0,
A001956,U0378,C011,0.37,3.0,
A001957,U0378,C013,0.44,,
A001958,U0378,C004,0.36,,
A001959,U0378,C009,0.27,4.5,
A001960,U0379,C007,0.75,3.0,
A001961,U0379,C013,0.47,3.5,
A001962,U0379,C015,0.97,4.0,2023-06-20
A001963,U0379,C011,0.39,3.0,
A001964,U0379,C014,0.44,2.0,
A001965,U0379,C005,0.04,,
A001966,U0379,C004,0.67,4.5,
A001967,U0379,C009,0.63,2.5,
A001968,U0379,C008,0.16,,
A001969,U0380,C014,0.84,,2024-07-14
A001970,U0380,C012,0.78,5.0,
A001971,U0380,C009,1.0,5.0,2024-07-17
A001972,U0380,C006,1.0,5.0,2024-09-09
A001973,U0380,C011,0.62,4.5,
A001974,U0380,C003,1.0,,2024-11-30
A001975,U0380,C004,1.0,5.0,2024-11-20
A001976,U0381,C006,1.0,4.5,2024-02-13
A001977,U0381,C002,0.73,2.5,
A001978,U0381,C009,1.0,4.0,2024-03-07
A001979,U0382,C002,0.46,2.0,
A001980,U0382,C014,0.82,4.0,2023-09-22
A001981,U0383,C010,0.61,4.0,
A001982,U0383,C009,0.48,4.0,
A001983,U0383,C015,1.0,4.5,2024-07-17
A001984,U0383,C012,0.35,4.5,
A001985,U0384,C014,0.81,4.0,2024-11-19
A001986,U0384,C008,0.63,,
A001987,U0384,C010,0.96,4.0,2024-12-31
A001988,U0385,C013,1.0,4.0,2024-05-22
A001989,U0385,C004,1.0,4.0,2024-04-26
A001990,U0385,C005,0.09,,
A001991,U0386,C003,0.48,,
A001992,U0386,C001,1.0,3.0,2024-01-09
A001993,U0386,C007,0.77,3.5,
A001994,U0386,C014,0.06,,
A001995,U0386,C006,0.4,4.0,
A001996,U0386,C002,0.02,,
A001997,U0387,C013,1.0,4.5,2024-02-23
A001998,U0387,C001,0.51,4.5,
A001999,U0387,C009,0.41,4.0,
A002000,U0388,C007,0.39,3.0,
A002001,U0388,C015,0.68,3.5,
A002002,U0389,C015,0.45,5.0,
A002003,U0389,C007,1.0,3.5,2023-02-21
A002004,U0389,C009,0.93,5.0,2023-09-16
A002005,U0389,C010,0.42,4.0,
A002006,U0389,C012,0.89,,2024-04-26
A002007,U0389,C005,0.72,4.5,2024-08-15
A002008,U0389,C001,0.95,4.0,2024-12-19
A002009,U0390,C011,0.44,4.0,
A002010,U0390,C002,0.27,,
A002011,U0390,C001,1.0,,2024-08-27
A002012,U0391,C011,0.96,,2022-07-16
A002013,U0391,C001,0.52,,
A002014,U0391,C012,0.98,5.0,2022-07-14
A002015,U0391,C006,1.0,4.5,2022-06-24
A002016,U0391,C010,1.0,5.0,2022-12-10
A002017,U0391,C003,1.0,4.5,2023-02-21
A002018,U0391,C008,0.82,4.0,2023-06-21
A002019,U0391,C014,0.67,4.0,2023-11-25
A002020,U0391,C009,0.95,4.0,2024-06-29
A002021,U0391,C007,0.9,4.5,2024-08-07
A002022,U0391,C005,0.81,4.0,2024-10-28
A002023,U0391,C015,0.94,4.5,2024-12-24
A002024,U0392,C013,0.38,4.5,
A002025,U0392,C006,1.0,4.0,2024-09-27
A002026,U0392,C007,0.21,3.5,
A002027,U0392,C015,0.52,4.5,
A002028,U0393,C010,0.92,4.0,2023-11-03
A002029,U0393,C011,0.51,,
A002030,U0394,C005,0.49,3.0,
A002031,U0394,C013,0.75,3.0,
A002032,U0394,C001,1.0,,2023-09-15
A002033,U0394,C003,0.42,,
A002034,U0394,C009,0.52,3.5,
A002035,U0394,C012,0.31,3.0,
A002036,U0395,C004,0.99,3.0,2023-11-14
A002037,U0395,C010,0.88,3.5,2024-07-28
A002038,U0395,C006,1.0,4.5,2024-06-23
A002039,U0395,C015,0.95,,2024-08-18
A002040,U0395,C014,0.82,4.5,2024-09-06
A002041,U0396,C007,1.0,4.0,2023-09-30
A002042,U0396,C002,0.91,3.0,2024-03-19
A002043,U0396,C015,0.84,,2024-03-08
A002044,U0396,C010,0.42,4.5,
A002045,U0397,C009,0.49,3.5,
A002046,U0397,C002,0.02,3.5,
A002047,U0397,C015,0.47,,
A002048,U0397,C005,0.06,3.5,
A002049,U0397,C001,0.78,,
A002050,U0397,C007,0.83,,
A002051,U0397,C014,0.0,3.0,
A002052,U0397,C013,0.97,,
A002053,U0397,C008,0.0,3.0,
A002054,U0398,C006,0.81,4.5,
A002055,U0399,C013,0.71,3.5,
A002056,U0399,C009,0.31,4.0,
A002057,U0399,C005,0.77,4.0,2024-10-11
A002058,U0399,C004,0.89,4.0,2024-07-01
A002059,U0399,C010,0.9,4.5,2024-11-21
A002060,U0399,C011,0.58,3.0,
A002061,U0399,C015,0.92,3.5,2024-11-16
A002062,U0400,C013,0.33,3.0,
A002063,U0400,C008,0.42,,
A002064,U0400,C001,0.67,2.0,
A002065,U0400,C015,0.25,3.5,
A002066,U0400,C009,0.94,,2024-06-05
A002067,U0400,C007,0.45,,
A002068,U0401,C005,0.78,4.0,2024-08-28
A002069,U0401,C009,0.91,4.5,2024-09-16
A002070,U0401,C015,0.93,4.0,2024-12-29
A002071,U0402,C010,0.2,4.5,
A002072,U0402,C005,0.73,,2024-11-08
A002073,U0402,C014,0.68,3.5,2024-11-20
A002074,U0402,C015,0.88,,2024-12-29
A002075,U0402,C002,0.15,,
A002076,U0402,C003,0.89,4.5,2024-12-29
A002077,U0402,C004,0.91,4.0,2024-10-02
A002078,U0402,C008,0.69,,2024-10-22
A002079,U0402,C001,0.91,4.5,2024-12-11
A002080,U0402,C009,1.0,,2024-12-24
A002081,U0402,C006,1.0,,2024-12-03
A002082,U0402,C012,0.89,,2024-12-16
A002083,U0403,C008,0.82,2.5,2023-12-20
A002084,U0404,C008,0.84,4.0,2022-08-23
A002085,U0404,C007,0.76,,
A002086,U0404,C005,0.82,,2023-02-18
A002087,U0404,C012,0.3,,
A002088,U0404,C003,0.9,3.5,2024-04-05
A002089,U0404,C011,1.0,,2024-11-25
A002090,U0405,C005,0.88,4.0,2024-12-27
A002091,U0406,C007,0.96,3.0,2024-08-13
A002092,U0406,C009,1.0,5.0,2024-12-15
A002093,U0406,C006,1.0,5.0,2024-11-12
A002094,U0406,C004,0.56,3.5,
A002095,U0407,C005,0.15,4.0,
A002096,U0407,C002,0.0,4.0,
A002097,U0407,C007,0.74,4.0,
A002098,U0407,C006,0.29,3.0,
A002099,U0407,C003,0.62,5.0,
A002100,U0408,C015,0.89,4.0,2024-07-03
A002101,U0408,C008,0.01,,
A002102,U0409,C005,0.83,,2024-12-29
A002103,U0410,C002,0.29,,
A002104,U0410,C003,1.0,4.5,2023-11-23
A002105,U0410,C010,1.0,3.5,2024-06-08
A002106,U0410,C011,1.0,,2024-12-28
A002107,U0410,C005,0.77,3.5,2024-11-08
A002108,U0410,C012,1.0,,2024-10-28
A002109,U0411,C002,0.77,,2023-12-19
A002110,U0411,C015,0.92,4.0,2024-08-01
A002111,U0411,C014,0.72,,2024-06-12
A002112,U0411,C012,0.92,,2024-08-20
A002113,U0411,C005,0.71,3.5,2024-10-09
A002114,U0411,C003,0.95,4.5,2024-11-15
A002115,U0412,C007,0.98,4.0,2024-02-27
A002116,U0412,C009,0.94,5.0,2024-03-13
A002117,U0412,C005,0.89,3.5,2024-04-24
A002118,U0412,C004,0.83,4.0,
A002119,U0412,C008,0.73,,2024-12-25
A002120,U0412,C014,0.69,5.0,2024-12-26
A002121,U0413,C010,0.65,3.5,
A002122,U0413,C009,0.37,,
A002123,U0413,C008,0.41,,
A002124,U0413,C015,0.08,3.0,
A002125,U0413,C013,0.6,3.0,
A002126,U0413,C002,0.52,4.0,
A002127,U0413,C007,0.17,3.5,
A002128,U0413,C006,0.57,3.5,
A002129,U0414,C013,0.85,4.0,
A002130,U0414,C010,1.0,,2024-06-23
A002131,U0414,C001,1.0,,2024-10-24
A002132,U0414,C007,1.0,,2024-08-22
A002133,U0414,C008,0.23,,
A002134,U0414,C004,0.89,,2024-10-26
A002135,U0414,C002,0.46,4.5,
A002136,U0414,C003,1.0,,2024-12-09
A002137,U0414,C006,1.0,,2024-12-15
A002138,U0414,C009,1.0,,2024-12-13
A002139,U0414,C005,0.72,3.5,2024-12-30
A002140,U0415,C014,0.74,5.0,2023-05-28
A002141,U0415,C009,0.88,5.0,
A002142,U0415,C006,1.0,4.5,2024-10-11
A002143,U0415,C008,0.71,4.5,2024-12-10
A002144,U0415,C007,1.0,3.5,2024-12-13
A002145,U0415,C011,1.0,4.0,2024-12-29
A002146,U0416,C015,0.87,4.5,2023-07-17
A002147,U0416,C004,0.86,4.0,2023-10-02
A002148,U0416,C005,0.78,4.0,2024-02-22
A002149,U0416,C001,0.31,,
A002150,U0416,C006,1.0,4.0,2024-06-22
A002151,U0416,C014,0.41,4.5,
A002152,U0416,C010,0.26,5.0,
A002153,U0416,C011,0.87,5.0,
A002154,U0416,C007,0.96,4.5,2024-12-05
A002155,U0416,C003,1.0,5.0,2024-12-26
A002156,U0417,C003,0.68,3.0,
A002157,U0417,C011,0.25,3.5,
A002158,U0417,C014,0.54,3.5,
A002159,U0417,C015,0.33,3.5,
A002160,U0417,C001,0.37,3.5,
A002161,U0417,C010,0.36,,
A002162,U0418,C012,0.35,3.5,
A002163,U0419,C015,0.08,4.5,
A002164,U0419,C001,0.86,4.5,
A002165,U0419,C011,1.0,4.0,2024-11-29
A002166,U0420,C010,0.92,,2024-02-01
A002167,U0420,C014,0.76,4.5,2024-08-09
A002168,U0420,C012,0.94,4.5,2024-12-11
A002169,U0420,C006,0.97,,2024-10-23
A002170,U0421,C003,0.96,,2024-12-22
A002171,U0421,C007,0.92,3.5,2024-12-28
A002172,U0421,C005,0.73,4.0,2024-12-07
A002173,U0422,C001,0.83,,
A002174,U0422,C011,0.82,5.0,
A002175,U0422,C002,0.0,,
A002176,U0422,C014,0.0,2.5,
A002177,U0423,C006,1.0,4.5,2024-12-18
A002178,U0424,C004,1.0,4.5,2023-05-10
A002179,U0424,C002,0.95,3.5,2023-09-05
A002180,U0424,C010,1.0,3.5,2023-06-28
A002181,U0424,C015,0.58,,
A002182,U0424,C001,1.0,4.5,2024-10-31
A002183,U0425,C008,0.47,3.0,
A002184,U0425,C003,0.68,4.0,
A002185,U0425,C007,0.36,3.0,
A002186,U0425,C006,0.49,,
A002187,U0425,C002,0.5,3.0,
A002188,U0425,C005,0.74,4.0,2024-04-22
A002189,U0425,C013,0.83,3.5,
A002190,U0425,C009,0.13,4.0,
A002191,U0425,C010,0.49,,
A002192,U0425,C012,1.0,,2024-10-24
A002193,U0426,C004,0.94,5.0,2023-07-16
A002194,U0426,C005,0.73,,2023-10-28
A002195,U0426,C001,0.39,,
A002196,U0426,C014,0.72,4.5,2024-05-15
A002197,U0426,C008,0.77,4.5,2024-05-31
A002198,U0426,C009,1.0,,2024-09-21
A002199,U0426,C003,0.96,,2024-12-23
A002200,U0427,C004,0.38,3.5,
A002201,U0428,C014,0.09,4.0,
A002202,U0428,C010,0.93,3.5,2023-10-29
A002203,U0428,C002,0.03,4.5,
A002204,U0428,C011,0.28,,
A002205,U0428,C012,0.76,3.0,
A002206,U0429,C011,1.0,3.5,2024-09-06
A002207,U0429,C012,0.2,5.0,
A002208,U0430,C004,1.0,2.0,2022-11-26
A002209,U0430,C005,0.18,2.5,
A002210,U0430,C009,0.54,3.0,
A002211,U0430,C013,0.33,4.0,
A002212,U0431,C015,0.77,3.5,
A002213,U0431,C012,0.59,4.5,
A002214,U0431,C014,0.65,4.0,2024-12-20
A002215,U0432,C011,1.0,4.0,2024-09-30
A002216,U0432,C007,0.86,,
A002217,U0432,C002,0.53,3.0,
A002218,U0432,C009,0.51,3.0,
A002219,U0433,C001,0.97,4.0,2023-01-14
A002220,U0433,C014,0.67,,2023-04-04
A002221,U0433,C007,1.0,4.0,2023-07-19
A002222,U0433,C005,0.65,4.0,
A002223,U0433,C015,0.96,3.5,2024-10-20
A002224,U0433,C006,1.0,3.5,2024-10-12
A002225,U0434,C013,1.0,4.5,2024-08-02
A002226,U0434,C014,0.78,4.0,2024-10-13
A002227,U0434,C011,1.0,4.0,2024-09-18
A002228,U0434,C006,0.54,4.0,
A002229,U0435,C010,0.97,3.0,2024-12-30
A002230,U0435,C011,1.0,,2024-09-25
A002231,U0436,C012,0.97,,2023-04-19
A002232,U0436,C010,0.73,5.0,
A002233,U0436,C013,1.0,3.5,2024-12-31
A002234,U0437,C007,0.15,2.5,
A002235,U0437,C002,0.67,,
A002236,U0437,C011,0.5,,
A002237,U0437,C012,0.66,,
A002238,U0437,C013,0.93,4.0,
A002239,U0438,C005,0.46,3.5,
A002240,U0438,C006,0.26,3.5,
A002241,U0439,C003,0.37,,
A002242,U0439,C012,0.76,4.5,
A002243,U0439,C005,0.9,,2024-01-14
A002244,U0439,C006,1.0,4.0,2024-07-08
A002245,U0439,C011,0.31,4.0,
A002246,U0439,C013,1.0,4.0,2024-07-06
A002247,U0439,C010,0.1,,
A002248,U0440,C015,1.0,,2024-07-21
A002249,U0440,C001,1.0,4.5,2024-08-17
A002250,U0440,C010,0.97,,2024-11-25
A002251,U0440,C005,0.82,4.0,2024-11-09
A002252,U0440,C013,1.0,5.0,2024-12-27
A002253,U0440,C007,0.91,4.0,2024-12-04
A002254,U0440,C006,1.0,5.0,2024-12-13
A002255,U0441,C010,0.98,2.0,2023-06-23
A002256,U0441,C004,0.26,,
A002257,U0441,C012,0.99,4.0,2024-01-22
A002258,U0442,C012,0.99,3.5,2023-03-13
A002259,U0443,C003,0.9,4.0,2024-08-06
A002260,U0443,C013,1.0,4.0,2024-11-10
A002261,U0443,C001,1.0,4.0,2024-09-26
A002262,U0443,C004,0.21,5.0,
A002263,U0444,C006,1.0,,2024-08-13
A002264,U0444,C014,0.53,4.0,
A002265,U0444,C013,1.0,4.0,2024-11-29
A002266,U0444,C001,0.82,4.0,
A002267,U0445,C010,0.69,3.0,
A002268,U0445,C013,1.0,5.0,2024-04-19
A002269,U0445,C006,0.94,,2024-09-23
A002270,U0445,C002,0.93,4.5,2024-12-24
A002271,U0446,C003,0.36,5.0,
A002272,U0446,C004,0.89,,2024-07-04
A002273,U0446,C012,0.96,4.0,2024-10-06
A002274,U0446,C001,0.91,4.0,2024-12-21
A002275,U0447,C004,0.85,,2024-07-18
A002276,U0447,C007,0.89,3.5,2024-08-28
A002277,U0447,C012,0.86,4.0,
A002278,U0447,C005,0.88,,2024-10-18
A002279,U0447,C001,0.91,,2024-10-01
A002280,U0447,C009,1.0,4.0,2024-12-19
A002281,U0448,C003,0.8,3.5,
A002282,U0448,C007,0.64,1.5,
A002283,U0448,C005,0.03,3.0,
A002284,U0448,C010,0.67,,
A002285,U0449,C014,0.4,3.5,
A002286,U0449,C011,0.89,,
A002287,U0449,C008,0.8,2.5,2023-08-11
A002288,U0449,C015,0.49,4.0,
A002289,U0449,C009,0.21,,
A002290,U0449,C013,0.75,,
A002291,U0449,C001,0.56,4.0,
A002292,U0449,C007,0.27,,
A002293,U0450,C009,0.22,3.5,
A002294,U0450,C002,0.28,3.0,
A002295,U0450,C008,0.31,,
A002296,U0450,C001,0.48,3.0,
A002297,U0450,C004,0.67,,
A002298,U0450,C007,0.27,3.0,
A002299,U0450,C003,0.58,4.0,
A002300,U0450,C011,0.9,,
A002301,U0451,C004,0.45,5.0,
A002302,U0451,C009,0.91,4.5,2024-10-06
A002303,U0451,C002,0.18,4.5,
A002304,U0452,C002,0.73,4.5,
A002305,U0452,C008,0.76,,2023-01-20
A002306,U0452,C001,0.93,4.5,2022-12-16
A002307,U0452,C004,0.93,,2023-07-31
A002308,U0452,C014,0.19,4.5,
A002309,U0452,C009,1.0,4.0,2024-08-08
A002310,U0452,C006,0.14,4.5,
A002311,U0452,C011,0.98,5.0,2024-10-24
A002312,U0452,C005,0.76,4.5,2024-10-10
A002313,U0452,C010,0.87,4.5,2024-12-23
A002314,U0452,C015,0.22,4.5,
A002315,U0452,C012,0.93,4.5,2024-11-19
A002316,U0453,C014,0.0,4.0,
A002317,U0453,C001,0.3,4.5,
A002318,U0453,C006,0.9,2.5,
A002319,U0453,C004,0.56,4.5,
A002320,U0454,C006,0.97,3.5,2024-07-18
A002321,U0454,C013,0.73,3.5,
A002322,U0454,C010,0.36,2.5,
A002323,U0455,C012,1.0,4.0,2024-12-24
A002324,U0455,C015,0.54,4.5,
A002325,U0455,C011,1.0,5.0,2024-12-29
A002326,U0455,C008,0.78,4.0,2024-12-31
A002327,U0456,C010,0.72,4.0,
A002328,U0456,C006,0.38,3.0,
A002329,U0456,C003,0.39,3.5,
A002330,U0456,C007,0.89,,2024-12-09
A002331,U0457,C007,0.27,3.5,
A002332,U0457,C005,0.0,4.0,
A002333,U0457,C013,1.0,4.0,2024-08-16
A002334,U0457,C014,0.84,,2024-11-06
A002335,U0458,C004,0.87,5.0,2022-07-16
A002336,U0458,C011,1.0,4.5,2023-02-22
A002337,U0458,C015,0.93,4.0,2023-01-17
A002338,U0458,C005,0.73,4.5,2024-01-09
A002339,U0458,C014,0.68,3.5,2024-07-18
A002340,U0458,C003,0.92,5.0,2024-12-16
A002341,U0458,C012,0.9,4.0,2024-12-31
A002342,U0459,C002,0.36,,
A002343,U0459,C001,0.3,4.0,
A002344,U0459,C005,0.81,4.0,2023-11-25
A002345,U0459,C004,1.0,4.0,2024-03-14
A002346,U0459,C012,0.81,4.0,
A002347,U0459,C013,1.0,4.5,2024-12-09
A002348,U0459,C006,0.92,,2024-11-29
A002349,U0460,C013,1.0,,2024-07-21
A002350,U0460,C002,0.59,,
A002351,U0460,C012,0.4,,
A002352,U0460,C014,0.15,3.5,
A002353,U0460,C006,0.18,,
A002354,U0460,C003,0.77,4.5,
A002355,U0460,C004,0.24,4.0,
A002356,U0460,C011,0.91,3.5,
A002357,U0460,C010,0.16,3.0,
A002358,U0461,C002,0.45,4.5,
A002359,U0461,C007,0.73,2.0,
A002360,U0461,C014,0.36,,
A002361,U0461,C010,0.71,,
A002362,U0461,C009,0.85,3.5,
A002363,U0461,C015,0.69,2.5,
A002364,U0461,C005,0.23,4.5,
A002365,U0461,C011,0.64,4.0,
A002366,U0461,C003,0.3,3.5,
A002367,U0461,C013,0.95,4.5,
A002368,U0462,C002,0.89,,2024-05-14
A002369,U0462,C015,0.9,,2024-08-23
A002370,U0462,C014,0.78,,2024-09-02
A002371,U0462,C012,1.0,4.5,2024-09-18
A002372,U0462,C013,1.0,4.5,2024-10-26
A002373,U0462,C009,0.94,3.5,2024-10-02
A002374,U0462,C007,1.0,,2024-11-08
A002375,U0463,C013,0.5,,
A002376,U0463,C003,0.84,5.0,
A002377,U0463,C014,0.72,3.5,2024-02-15
A002378,U0463,C001,1.0,,2024-05-02
A002379,U0463,C005,0.88,3.0,2024-08-31
A002380,U0463,C002,0.82,5.0,2024-11-23
A002381,U0463,C012,0.46,4.5,
A002382,U0464,C011,0.96,,2023-06-20
A002383,U0464,C009,1.0,4.0,2024-06-17
A002384,U0464,C003,0.54,4.5,
A002385,U0464,C005,0.86,3.5,2024-07-28
A002386,U0464,C001,0.14,4.5,
A002387,U0465,C012,0.47,4.0,
A002388,U0466,C004,1.0,,2023-07-04
A002389,U0466,C013,0.61,3.5,
A002390,U0466,C014,0.59,3.5,
A002391,U0466,C015,0.92,3.0,2024-02-02
A002392,U0466,C003,0.46,,
A002393,U0466,C007,0.38,3.5,
A002394,U0466,C009,0.35,2.0,
A002395,U0467,C009,0.29,,
A002396,U0467,C010,0.98,,2023-06-29
A002397,U0467,C006,0.23,3.5,
A002398,U0467,C015,0.86,4.5,2024-02-15
A002399,U0468,C006,1.0,3.5,2023-01-25
A002400,U0468,C014,0.65,3.0,2024-03-15
A002401,U0469,C004,1.0,4.5,2022-12-19
A002402,U0469,C014,0.01,,
A002403,U0469,C009,1.0,4.5,2024-06-06
A002404,U0469,C006,0.92,,2024-06-16
A002405,U0469,C010,0.95,4.5,2024-12-18
A002406,U0469,C011,0.54,,
A002407,U0469,C015,0.85,,2024-12-27
A002408,U0470,C005,0.75,3.5,2023-10-09
A002409,U0471,C015,0.82,3.5,
A002410,U0471,C008,0.0,2.5,
A002411,U0472,C014,0.5,,
A002412,U0472,C007,0.3,4.0,
A002413,U0472,C010,0.16,4.0,
A002414,U0472,C008,0.73,4.5,2024-10-06
A002415,U0473,C005,0.24,4.0,
A002416,U0473,C009,0.22,,
A002417,U0473,C002,0.91,3.5,2024-04-06
A002418,U0474,C012,0.93,4.5,2023-09-06
A002419,U0474,C015,0.95,4.0,2023-09-21
A002420,U0474,C005,0.72,4.0,2023-09-30
A002421,U0474,C004,0.95,4.5,2024-04-08
A002422,U0474,C002,0.09,,
A002423,U0474,C008,0.79,,2024-11-19
A002424,U0475,C012,0.99,4.5,2024-12-29
A002425,U0476,C007,0.97,,2023-08-26
A002426,U0476,C013,1.0,4.5,2024-01-28
A002427,U0476,C011,1.0,,2023-12-12
A002428,U0476,C005,0.84,3.5,2024-02-26
A002429,U0476,C012,0.96,5.0,2024-06-24
A002430,U0476,C008,0.33,,
A002431,U0476,C015,0.88,,2024-08-05
A002432,U0476,C006,0.49,,
A002433,U0476,C003,1.0,4.5,2024-08-25
A002434,U0476,C001,0.99,4.0,2024-09-08
A002435,U0476,C002,0.82,4.5,2024-12-07
A002436,U0476,C010,0.82,4.5,
A002437,U0477,C013,0.84,4.5,
A002438,U0477,C007,1.0,,2024-08-25
A002439,U0477,C015,0.59,3.0,
A002440,U0477,C003,0.27,2.5,
A002441,U0477,C012,0.59,,
A002442,U0477,C001,0.17,5.0,
A002443,U0478,C008,0.85,4.0,2024-10-14
A002444,U0478,C011,0.99,5.0,2024-10-30
A002445,U0478,C015,0.9,4.0,2024-12-17
A002446,U0478,C006,1.0,5.0,2024-11-04
A002447,U0478,C004,0.37,,
A002448,U0478,C003,1.0,4.5,2024-11-24
A002449,U0478,C010,1.0,5.0,2024-12-10
A002450,U0478,C002,0.77,4.5,2024-12-07
A002451,U0478,C009,1.0,,2024-12-30
A002452,U0478,C005,0.16,4.5,
A002453,U0478,C012,0.13,5.0,
A002454,U0478,C007,0.94,4.5,2024-12-28
A002455,U0479,C005,0.17,,
A002456,U0479,C015,0.98,2.5,2024-03-13
A002457,U0479,C013,0.92,3.5,
A002458,U0479,C011,1.0,,2024-12-27
A002459,U0480,C003,1.0,,2024-05-08
A002460,U0480,C007,0.18,3.5,
A002461,U0480,C008,0.82,,2024-10-20
A002462,U0480,C005,0.73,3.5,2024-09-15
A002463,U0480,C012,0.65,5.0,
A002464,U0480,C014,0.44,4.0,
A002465,U0480,C009,0.59,4.0,
A002466,U0481,C004,1.0,4.5,2024-02-02
A002467,U0481,C008,0.73,4.5,2024-10-05
A002468,U0481,C010,1.0,3.5,2024-12-10
A002469,U0482,C001,1.0,4.5,2024-08-30
A002470,U0482,C013,1.0,4.5,2024-12-21
A002471,U0482,C010,0.18,4.5,
A002472,U0482,C003,0.86,4.5,
A002473,U0482,C002,0.75,5.0,2024-12-24
A002474,U0482,C009,1.0,,2024-12-30
A002475,U0483,C013,0.96,4.0,
A002476,U0483,C014,0.28,3.0,
A002477,U0483,C011,0.86,4.0,
A002478,U0483,C002,0.15,4.0,
A002479,U0484,C014,0.29,3.5,
A002480,U0484,C010,0.97,,2024-08-01
A002481,U0484,C004,0.81,3.5,
A002482,U0484,C012,0.32,3.0,
A002483,U0484,C011,1.0,2.5,2024-09-29
A002484,U0485,C009,0.5,3.5,
A002485,U0485,C011,0.86,4.0,
A002486,U0485,C015,0.09,3.0,
A002487,U0485,C001,0.15,3.5,
A002488,U0485,C003,0.31,5.0,
